complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id
CMP-000145,2024-03-28 17:27:32,CUST-2035,social,Shipment ORD-512344 arrived with crushed boxes. Multiple bananas units are unsellable.,Damaged Goods,high,SUP-11940,lettuce,Europe,ORD-512344
CMP-000146,2024-03-29 08:04:48,CUST-2807,web,Order ORD-240440 is severely delayed. We needed these pineapples by 2025-10-30 for our retail operations.,Delivery Delay,low,SUP-5602,raspberries,North America,ORD-240440
CMP-000147,2024-03-29 22:42:05,CUST-2565,web,Quality control failure on order ORD-572230. limes are contaminated and cannot be sold.,Quality Issues,high,SUP-11184,bell peppers,Asia,ORD-572230
CMP-000148,2024-03-30 13:19:21,CUST-2042,social,Critical delay on order ORD-731728. The fresh strawberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-12316,carrots,Asia,ORD-731728
CMP-000149,2024-03-31 03:56:37,CUST-2907,web,Customer service is unresponsive. Order ORD-443897 has issues but nobody is getting back to me.,Poor Communication,low,SUP-7455,broccoli,Asia,ORD-443897
CMP-000150,2024-03-31 18:33:54,CUST-1678,email,Order ORD-486251 missing items. Expected 235 but received only 91 onions.,Missing Items,low,SUP-8935,cucumbers,North America,ORD-486251
CMP-000151,2024-04-01 09:11:10,CUST-2476,social,"Delivery delay for shipment ORD-759580. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-8430,bell peppers,Europe,ORD-759580
CMP-000152,2024-04-01 23:48:27,CUST-1417,social,Incomplete delivery for ORD-824042. 8 cases of pineapples are missing from the shipment.,Missing Items,medium,SUP-10424,broccoli,North America,ORD-824042
CMP-000153,2024-04-02 14:25:43,CUST-1642,app,Been waiting 10 days for update on order ORD-495129. This lack of communication is unprofessional.,Poor Communication,critical,SUP-12842,oranges,Europe,ORD-495129
CMP-000154,2024-04-03 05:03:00,CUST-1611,app,Overcharged on shipment ORD-685196. Please review and issue credit for $1061.,Pricing Error,medium,SUP-10911,grapes,Europe,ORD-685196
CMP-000155,2024-04-03 19:40:16,CUST-2174,social,"Freshness issue with order ORD-227794. pears appear to be several days old, not fresh picked.",Quality Issues,medium,SUP-10373,grapes,North America,ORD-227794
CMP-000156,2024-04-04 10:17:33,CUST-1438,app,Invoice ORD-602351 has wrong prices for grapes. This needs immediate correction.,Pricing Error,low,SUP-12415,carrots,Asia,ORD-602351
CMP-000157,2024-04-05 00:54:49,CUST-1476,email,My order #ORD-768933 was supposed to arrive on 2025-10-31 but it's now 7 days late. This is unacceptable for perishable goods.,Delivery Delay,critical,SUP-8333,lemons,Europe,ORD-768933
CMP-000158,2024-04-05 15:32:06,CUST-2332,app,Unacceptable quality for shipment ORD-600641. The avocados do not meet our quality standards.,Quality Issues,high,SUP-11965,fresh strawberries,Asia,ORD-600641
CMP-000159,2024-04-06 06:09:22,CUST-2806,app,Invoice ORD-538184 shows incorrect pricing. We were quoted $2944 but charged $3907.,Pricing Error,low,SUP-12605,avocados,Europe,ORD-538184
CMP-000160,2024-04-06 20:46:39,CUST-2313,social,"Delivery delay for shipment ORD-576419. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-7107,watermelons,Asia,ORD-576419
CMP-000161,2024-04-07 11:23:55,CUST-2508,web,Received only partial order ORD-114768. Where are the remaining 44 onions?,Missing Items,high,SUP-8283,limes,Asia,ORD-114768
CMP-000162,2024-04-08 02:01:12,CUST-1287,social,Received only partial order ORD-293757. Where are the remaining 20 oranges?,Missing Items,medium,SUP-9771,cantaloupe,North America,ORD-293757
CMP-000163,2024-04-08 16:38:28,CUST-1535,web,Poor service experience with shipment ORD-111991. Staff was unhelpful and dismissive.,Service Complaint,medium,SUP-11306,mangoes,North America,ORD-111991
CMP-000164,2024-04-09 07:15:45,CUST-2308,web,Received only partial order ORD-223119. Where are the remaining 35 garlic?,Missing Items,medium,SUP-12477,broccoli,North America,ORD-223119
CMP-000165,2024-04-09 21:53:01,CUST-2360,app,Billing discrepancy on order ORD-940952. The unit price for limes doesn't match our contract.,Pricing Error,low,SUP-5919,fresh strawberries,North America,ORD-940952
CMP-000166,2024-04-10 12:30:18,CUST-1414,app,Shipment ORD-630041 arrived with crushed boxes. Multiple avocados units are unsellable.,Damaged Goods,high,SUP-8649,peaches,Asia,ORD-630041
CMP-000167,2024-04-11 03:07:34,CUST-1270,social,Shipment ORD-575458 stuck in transit for 2 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-5024,cantaloupe,Asia,ORD-575458
CMP-000168,2024-04-11 17:44:50,CUST-1149,email,Shipment ORD-706403 stuck in transit for 13 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-11299,bell peppers,North America,ORD-706403
CMP-000169,2024-04-12 08:22:07,CUST-2322,social,Unacceptable quality for shipment ORD-864715. The asparagus do not meet our quality standards.,Quality Issues,high,SUP-7848,lettuce,Asia,ORD-864715
CMP-000170,2024-04-12 22:59:23,CUST-1804,app,Billing discrepancy on order ORD-663356. The unit price for pears doesn't match our contract.,Pricing Error,low,SUP-11744,oranges,Asia,ORD-663356
CMP-000171,2024-04-13 13:36:40,CUST-1708,app,Overcharged on shipment ORD-583000. Please review and issue credit for $123.,Pricing Error,medium,SUP-5826,garlic,Asia,ORD-583000
CMP-000172,2024-04-14 04:13:56,CUST-2224,email,"Delivery delay for shipment ORD-568127. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-6918,pears,North America,ORD-568127
CMP-000173,2024-04-14 18:51:13,CUST-1653,web,Shipment ORD-704095 arrived with crushed boxes. Multiple mangoes units are unsellable.,Damaged Goods,high,SUP-12206,cantaloupe,Asia,ORD-704095
CMP-000174,2024-04-15 09:28:29,CUST-2390,social,Incomplete delivery for ORD-756401. 46 cases of broccoli are missing from the shipment.,Missing Items,low,SUP-8344,bell peppers,Europe,ORD-756401
CMP-000175,2024-04-16 00:05:46,CUST-1376,social,Shipment ORD-494747 arrived with crushed boxes. Multiple cherries units are unsellable.,Damaged Goods,high,SUP-9565,carrots,Asia,ORD-494747
CMP-000176,2024-04-16 14:43:02,CUST-1497,web,Billing discrepancy on order ORD-507286. The unit price for avocados doesn't match our contract.,Pricing Error,high,SUP-5422,grapes,Europe,ORD-507286
CMP-000177,2024-04-17 05:20:19,CUST-2238,email,Order ORD-806396 is incomplete. Missing 35 units of bananas.,Missing Items,medium,SUP-6735,bananas,North America,ORD-806396
CMP-000178,2024-04-17 19:57:35,CUST-2529,social,"Delivery delay for shipment ORD-223014. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-10314,blueberries,Europe,ORD-223014
CMP-000179,2024-04-18 10:34:52,CUST-1736,social,Shipment ORD-374267 stuck in transit for 14 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-12078,oranges,North America,ORD-374267
CMP-000180,2024-04-19 01:12:08,CUST-1033,web,Service quality is deteriorating. Multiple issues with order ORD-253011 and no one seems to care.,Service Complaint,medium,SUP-7013,broccoli,North America,ORD-253011
CMP-000181,2024-04-19 15:49:25,CUST-2932,web,Quality issue with order ORD-786406. The pineapples show signs of improper handling during transport.,Damaged Goods,high,SUP-9000,cucumbers,North America,ORD-786406
CMP-000182,2024-04-20 06:26:41,CUST-2960,email,Invoice ORD-772985 has wrong prices for fresh strawberries. This needs immediate correction.,Pricing Error,medium,SUP-5074,bananas,North America,ORD-772985
CMP-000183,2024-04-20 21:03:58,CUST-1764,email,Service quality is deteriorating. Multiple issues with order ORD-578160 and no one seems to care.,Service Complaint,medium,SUP-5137,carrots,North America,ORD-578160
CMP-000184,2024-04-21 11:41:14,CUST-2097,web,Delivery driver for order ORD-388086 was extremely rude and unprofessional.,Service Complaint,high,SUP-10077,carrots,Europe,ORD-388086
CMP-000185,2024-04-22 02:18:31,CUST-1725,web,Shipment ORD-954814 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-11945,tomatoes,North America,ORD-954814
CMP-000186,2024-04-22 16:55:47,CUST-2330,email,My order #ORD-999908 was supposed to arrive on 2025-11-01 but it's now 8 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-9094,cherries,Europe,ORD-999908
CMP-000187,2024-04-23 07:33:03,CUST-2606,web,Critical delay on order ORD-776234. The cherries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-10606,grapes,North America,ORD-776234
CMP-000188,2024-04-23 22:10:20,CUST-2347,email,"Delivery delay for shipment ORD-690882. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-6330,onions,Asia,ORD-690882
CMP-000189,2024-04-24 12:47:36,CUST-2709,social,Quality control failure on order ORD-694223. avocados are contaminated and cannot be sold.,Quality Issues,low,SUP-5439,lettuce,Europe,ORD-694223
CMP-000190,2024-04-25 03:24:53,CUST-2717,email,Unacceptable quality for shipment ORD-343420. The garlic do not meet our quality standards.,Quality Issues,medium,SUP-9019,oranges,Europe,ORD-343420
CMP-000191,2024-04-25 18:02:09,CUST-2927,social,Shipment ORD-679902 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-8112,watermelons,North America,ORD-679902
CMP-000192,2024-04-26 08:39:26,CUST-2514,social,Received only partial order ORD-261771. Where are the remaining 24 blueberries?,Missing Items,high,SUP-6535,spinach,Europe,ORD-261771
CMP-000193,2024-04-26 23:16:42,CUST-2136,social,No response to my emails about order ORD-684041. I've been trying to reach support for 7 days.,Poor Communication,medium,SUP-7390,spinach,Europe,ORD-684041
CMP-000194,2024-04-27 13:53:59,CUST-1173,app,"Order ORD-917018 completely ruined. carrots arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-6369,spinach,Europe,ORD-917018
CMP-000195,2024-04-28 04:31:15,CUST-1613,social,No response to my emails about order ORD-541557. I've been trying to reach support for 5 days.,Poor Communication,medium,SUP-7495,organic apples,Europe,ORD-541557
CMP-000196,2024-04-28 19:08:32,CUST-2723,social,Customer service rep was very unprofessional when I called about order ORD-448354.,Service Complaint,medium,SUP-6645,broccoli,Europe,ORD-448354
CMP-000197,2024-04-29 09:45:48,CUST-2975,social,Quality issue with order ORD-286266. The mangoes show signs of improper handling during transport.,Damaged Goods,high,SUP-7990,lettuce,North America,ORD-286266
CMP-000198,2024-04-30 00:23:05,CUST-2212,app,"Order ORD-309505 completely ruined. organic apples arrived in terrible condition, cannot be sold.",Damaged Goods,critical,SUP-11708,cherries,Europe,ORD-309505
CMP-000199,2024-04-30 15:00:21,CUST-2022,app,Unacceptable quality for shipment ORD-805668. The oranges do not meet our quality standards.,Quality Issues,high,SUP-9769,raspberries,North America,ORD-805668
CMP-000200,2024-05-01 05:37:38,CUST-2891,social,Cannot get anyone to respond about order ORD-631221 delay. Very frustrated with the service.,Poor Communication,medium,SUP-10387,limes,Europe,ORD-631221
CMP-000201,2024-05-01 20:14:54,CUST-2325,email,Critical delay on order ORD-274418. The lemons were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-9183,cantaloupe,North America,ORD-274418
CMP-000202,2024-05-02 10:52:11,CUST-2188,app,Pricing error detected. Order ORD-685098 billed at $5336 instead of agreed $4599.,Pricing Error,high,SUP-8954,lettuce,Europe,ORD-685098
CMP-000203,2024-05-03 01:29:27,CUST-2885,email,Received order ORD-536181 with 42% of pears damaged. Packaging was inadequate.,Damaged Goods,critical,SUP-8900,lettuce,Europe,ORD-536181
CMP-000204,2024-05-03 16:06:44,CUST-2426,social,Quality issue with order ORD-857065. The tomatoes show signs of improper handling during transport.,Damaged Goods,low,SUP-11554,cucumbers,North America,ORD-857065
CMP-000205,2024-05-04 06:44:00,CUST-2056,app,Incorrect shipping documents for ORD-355761. Supplier name and details are wrong.,Documentation Error,low,SUP-8540,raspberries,Asia,ORD-355761
CMP-000206,2024-05-04 21:21:16,CUST-2257,app,"Damaged goods in shipment ORD-873207. Temperature control appears to have failed, onions are spoiled.",Damaged Goods,critical,SUP-11520,tomatoes,North America,ORD-873207
CMP-000207,2024-05-05 11:58:33,CUST-2637,app,Customer service rep was very unprofessional when I called about order ORD-206694.,Service Complaint,medium,SUP-9890,raspberries,North America,ORD-206694
CMP-000208,2024-05-06 02:35:49,CUST-2202,email,Received only partial order ORD-511612. Where are the remaining 48 blueberries?,Missing Items,medium,SUP-5965,oranges,Europe,ORD-511612
CMP-000209,2024-05-06 17:13:06,CUST-1374,web,Shipment ORD-222629 arrived with crushed boxes. Multiple carrots units are unsellable.,Damaged Goods,medium,SUP-9402,watermelons,North America,ORD-222629
CMP-000210,2024-05-07 07:50:22,CUST-2136,app,Order ORD-281649 missing items. Expected 417 but received only 53 mangoes.,Missing Items,high,SUP-6118,bananas,Europe,ORD-281649
CMP-000211,2024-05-07 22:27:39,CUST-2035,social,"Freshness issue with order ORD-688861. limes appear to be several days old, not fresh picked.",Quality Issues,high,SUP-11234,oranges,Europe,ORD-688861
CMP-000212,2024-05-08 13:04:55,CUST-1562,app,Critical delay on order ORD-134283. The mangoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-11349,potatoes,Europe,ORD-134283
CMP-000213,2024-05-09 03:42:12,CUST-2684,email,Shipment ORD-668373 stuck in transit for 5 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-8684,grapes,Europe,ORD-668373
CMP-000214,2024-05-09 18:19:28,CUST-1178,social,Invoice ORD-956401 shows incorrect pricing. We were quoted $4007 but charged $4673.,Pricing Error,high,SUP-11429,bananas,Asia,ORD-956401
CMP-000215,2024-05-10 08:56:45,CUST-1121,web,"Order ORD-944565 completely ruined. grapes arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-9214,asparagus,North America,ORD-944565
CMP-000216,2024-05-10 23:34:01,CUST-1195,app,Shipment ORD-954779 stuck in transit for 6 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-11910,limes,Europe,ORD-954779
CMP-000217,2024-05-11 14:11:18,CUST-1291,web,Order ORD-613234 missing items. Expected 306 but received only 82 raspberries.,Missing Items,low,SUP-8724,broccoli,Europe,ORD-613234
CMP-000218,2024-05-12 04:48:34,CUST-1005,email,Shipment ORD-710224 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-6735,broccoli,Europe,ORD-710224
CMP-000219,2024-05-12 19:25:51,CUST-2696,web,Order ORD-438548 is severely delayed. We needed these potatoes by 2025-10-27 for our retail operations.,Delivery Delay,high,SUP-11421,pears,Europe,ORD-438548
CMP-000220,2024-05-13 10:03:07,CUST-1254,app,Been waiting 8 days for update on order ORD-117072. This lack of communication is unprofessional.,Poor Communication,low,SUP-5764,lemons,Europe,ORD-117072
CMP-000221,2024-05-14 00:40:24,CUST-1168,web,"Delivery delay for shipment ORD-362552. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,critical,SUP-5779,organic apples,Asia,ORD-362552
CMP-000222,2024-05-14 15:17:40,CUST-1159,app,"Order ORD-599968 completely ruined. oranges arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-10685,bell peppers,Europe,ORD-599968
CMP-000223,2024-05-15 05:54:56,CUST-1468,social,Quality of cantaloupe in order ORD-174268 is substandard. Items are not fresh as promised.,Quality Issues,critical,SUP-11169,cherries,Asia,ORD-174268
CMP-000224,2024-05-15 20:32:13,CUST-2386,app,Delivery driver for order ORD-772741 was extremely rude and unprofessional.,Service Complaint,medium,SUP-11129,bell peppers,Europe,ORD-772741
CMP-000225,2024-05-16 11:09:29,CUST-2406,social,Shipment ORD-746002 arrived with crushed boxes. Multiple tomatoes units are unsellable.,Damaged Goods,low,SUP-7576,peaches,Asia,ORD-746002
CMP-000226,2024-05-17 01:46:46,CUST-1567,email,Order ORD-359822 contains potatoes that are already showing signs of spoilage upon arrival.,Quality Issues,high,SUP-9174,bananas,North America,ORD-359822
CMP-000227,2024-05-17 16:24:02,CUST-1605,email,Billing discrepancy on order ORD-510780. The unit price for broccoli doesn't match our contract.,Pricing Error,high,SUP-7958,avocados,Asia,ORD-510780
CMP-000228,2024-05-18 07:01:19,CUST-2762,social,Order ORD-505629 is severely delayed. We needed these potatoes by 2025-11-01 for our retail operations.,Delivery Delay,medium,SUP-7147,bananas,Asia,ORD-505629
CMP-000229,2024-05-18 21:38:35,CUST-2942,social,Critical delay on order ORD-163406. The mangoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-9404,garlic,Asia,ORD-163406
CMP-000230,2024-05-19 12:15:52,CUST-1171,web,My order #ORD-390946 was supposed to arrive on 2025-10-29 but it's now 5 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-10979,cherries,Asia,ORD-390946
CMP-000231,2024-05-20 02:53:08,CUST-1500,email,Shipment ORD-160718 stuck in transit for 9 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6124,watermelons,Asia,ORD-160718
CMP-000232,2024-05-20 17:30:25,CUST-2016,web,Cannot get anyone to respond about order ORD-271790 delay. Very frustrated with the service.,Poor Communication,medium,SUP-11319,asparagus,Asia,ORD-271790
CMP-000233,2024-05-21 08:07:41,CUST-2652,social,Customer service rep was very unprofessional when I called about order ORD-451284.,Service Complaint,medium,SUP-5454,broccoli,North America,ORD-451284
CMP-000234,2024-05-21 22:44:58,CUST-1753,app,Quality issue with order ORD-274987. The pineapples show signs of improper handling during transport.,Damaged Goods,critical,SUP-7981,raspberries,Asia,ORD-274987
CMP-000235,2024-05-22 13:22:14,CUST-2907,email,"Order ORD-287654 completely ruined. peaches arrived in terrible condition, cannot be sold.",Damaged Goods,critical,SUP-9682,blueberries,Asia,ORD-287654
CMP-000236,2024-05-23 03:59:31,CUST-2378,email,"Delivery delay for shipment ORD-626428. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,critical,SUP-7681,tomatoes,North America,ORD-626428
CMP-000237,2024-05-23 18:36:47,CUST-1016,web,"Delivery delay for shipment ORD-578933. Expected 2025-10-29, still not received. Our customers are waiting.",Delivery Delay,high,SUP-11329,pineapples,Asia,ORD-578933
CMP-000238,2024-05-24 09:14:04,CUST-2844,app,Billing discrepancy on order ORD-868043. The unit price for organic apples doesn't match our contract.,Pricing Error,critical,SUP-11217,limes,Europe,ORD-868043
CMP-000239,2024-05-24 23:51:20,CUST-2511,web,My order #ORD-990247 was supposed to arrive on 2025-10-31 but it's now 10 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-12350,cherries,North America,ORD-990247
CMP-000240,2024-05-25 14:28:37,CUST-2435,web,Unacceptable behavior from your team handling order ORD-533121. Need to speak with a manager.,Service Complaint,medium,SUP-8563,limes,Asia,ORD-533121
CMP-000241,2024-05-26 05:05:53,CUST-1597,web,Received only partial order ORD-348273. Where are the remaining 33 peaches?,Missing Items,medium,SUP-11389,pineapples,North America,ORD-348273
CMP-000242,2024-05-26 19:43:09,CUST-1318,email,Billing discrepancy on order ORD-214266. The unit price for kale doesn't match our contract.,Pricing Error,medium,SUP-7170,cherries,Asia,ORD-214266
CMP-000243,2024-05-27 10:20:26,CUST-1322,web,Incomplete delivery for ORD-194813. 10 cases of fresh strawberries are missing from the shipment.,Missing Items,high,SUP-10547,mangoes,Europe,ORD-194813
CMP-000244,2024-05-28 00:57:42,CUST-1356,email,Shipment ORD-959926 stuck in transit for 9 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6145,lettuce,Asia,ORD-959926
CMP-000245,2024-05-28 15:34:59,CUST-2700,app,Poor service experience with shipment ORD-164664. Staff was unhelpful and dismissive.,Service Complaint,high,SUP-5178,tomatoes,Asia,ORD-164664
CMP-000246,2024-05-29 06:12:15,CUST-1908,app,Invoice ORD-777366 shows incorrect pricing. We were quoted $1876 but charged $2757.,Pricing Error,medium,SUP-11731,cantaloupe,Europe,ORD-777366
CMP-000247,2024-05-29 20:49:32,CUST-1060,social,"Damaged goods in shipment ORD-620226. Temperature control appears to have failed, cucumbers are spoiled.",Damaged Goods,medium,SUP-10030,garlic,North America,ORD-620226
CMP-000248,2024-05-30 11:26:48,CUST-2325,web,Pricing error detected. Order ORD-357724 billed at $2058 instead of agreed $1624.,Pricing Error,medium,SUP-12247,peaches,North America,ORD-357724
CMP-000249,2024-05-31 02:04:05,CUST-2291,email,Order ORD-361250 missing items. Expected 500 but received only 81 peaches.,Missing Items,low,SUP-7634,raspberries,Europe,ORD-361250
CMP-000250,2024-05-31 16:41:21,CUST-1053,web,Service quality is deteriorating. Multiple issues with order ORD-288550 and no one seems to care.,Service Complaint,critical,SUP-7030,limes,Asia,ORD-288550
CMP-000251,2024-06-01 07:18:38,CUST-2092,email,Shipment ORD-379473 short by 16 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-7939,onions,Asia,ORD-379473
CMP-000252,2024-06-01 21:55:54,CUST-2434,web,"Order ORD-837623 completely ruined. onions arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-5460,oranges,North America,ORD-837623
CMP-000253,2024-06-02 12:33:11,CUST-1040,social,Order ORD-329437 is incomplete. Missing 13 units of avocados.,Missing Items,medium,SUP-12112,avocados,Asia,ORD-329437
CMP-000254,2024-06-03 03:10:27,CUST-1302,app,Missing certificates for order ORD-122977. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-7472,avocados,Asia,ORD-122977
CMP-000255,2024-06-03 17:47:44,CUST-2499,social,Unacceptable behavior from your team handling order ORD-265154. Need to speak with a manager.,Service Complaint,medium,SUP-11672,cucumbers,Europe,ORD-265154
CMP-000256,2024-06-04 08:25:00,CUST-2503,web,Shipment ORD-421727 short by 49 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-12545,peaches,North America,ORD-421727
CMP-000257,2024-06-04 23:02:17,CUST-2309,email,Unacceptable behavior from your team handling order ORD-331625. Need to speak with a manager.,Service Complaint,high,SUP-10235,cantaloupe,Europe,ORD-331625
CMP-000258,2024-06-05 13:39:33,CUST-1023,web,"Delivery delay for shipment ORD-568325. Expected 2025-10-29, still not received. Our customers are waiting.",Delivery Delay,low,SUP-11001,spinach,Asia,ORD-568325
CMP-000259,2024-06-06 04:16:50,CUST-2009,social,Quality issue with order ORD-534130. The potatoes show signs of improper handling during transport.,Damaged Goods,high,SUP-11547,cherries,Asia,ORD-534130
CMP-000260,2024-06-06 18:54:06,CUST-1041,web,Customer service rep was very unprofessional when I called about order ORD-409234.,Service Complaint,low,SUP-7768,garlic,North America,ORD-409234
CMP-000261,2024-06-07 09:31:22,CUST-2442,email,Order ORD-606186 missing items. Expected 151 but received only 71 lemons.,Missing Items,medium,SUP-10711,potatoes,North America,ORD-606186
CMP-000262,2024-06-08 00:08:39,CUST-2106,web,Customer service rep was very unprofessional when I called about order ORD-865433.,Service Complaint,high,SUP-5031,spinach,Asia,ORD-865433
CMP-000263,2024-06-08 14:45:55,CUST-2687,social,Order ORD-408857 contains lettuce that are already showing signs of spoilage upon arrival.,Quality Issues,high,SUP-11429,raspberries,Europe,ORD-408857
CMP-000264,2024-06-09 05:23:12,CUST-2832,web,Invoice ORD-612855 shows incorrect pricing. We were quoted $2028 but charged $2592.,Pricing Error,low,SUP-8602,kale,Europe,ORD-612855
CMP-000265,2024-06-09 20:00:28,CUST-2714,web,Critical delay on order ORD-337232. The fresh strawberries were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-6863,potatoes,Asia,ORD-337232
CMP-000266,2024-06-10 10:37:45,CUST-1792,social,Quality control failure on order ORD-981639. limes are contaminated and cannot be sold.,Quality Issues,critical,SUP-11557,onions,North America,ORD-981639
CMP-000267,2024-06-11 01:15:01,CUST-1301,email,Unacceptable behavior from your team handling order ORD-750403. Need to speak with a manager.,Service Complaint,medium,SUP-8566,bananas,North America,ORD-750403
CMP-000268,2024-06-11 15:52:18,CUST-2708,web,"Terrible communication regarding shipment ORD-255061. No tracking updates, no responses to calls.",Poor Communication,high,SUP-8753,cherries,Asia,ORD-255061
CMP-000269,2024-06-12 06:29:34,CUST-2434,social,Quality of spinach in order ORD-924758 is substandard. Items are not fresh as promised.,Quality Issues,medium,SUP-11386,lettuce,Europe,ORD-924758
CMP-000270,2024-06-12 21:06:51,CUST-2802,web,Pricing error detected. Order ORD-661652 billed at $2311 instead of agreed $1910.,Pricing Error,low,SUP-10064,garlic,North America,ORD-661652
CMP-000271,2024-06-13 11:44:07,CUST-1822,email,Unacceptable behavior from your team handling order ORD-827356. Need to speak with a manager.,Service Complaint,medium,SUP-7482,mangoes,Europe,ORD-827356
CMP-000272,2024-06-14 02:21:24,CUST-2006,email,Shipment ORD-983788 arrived with crushed boxes. Multiple bell peppers units are unsellable.,Damaged Goods,high,SUP-6539,kale,Asia,ORD-983788
CMP-000273,2024-06-14 16:58:40,CUST-1833,social,Incomplete delivery for ORD-963994. 15 cases of cherries are missing from the shipment.,Missing Items,medium,SUP-11973,carrots,North America,ORD-963994
CMP-000274,2024-06-15 07:35:57,CUST-1355,app,"Delivery delay for shipment ORD-130354. Expected 2025-10-26, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-8802,carrots,Europe,ORD-130354
CMP-000275,2024-06-15 22:13:13,CUST-2890,email,Invoice ORD-766275 shows incorrect pricing. We were quoted $3365 but charged $4164.,Pricing Error,medium,SUP-12327,grapes,North America,ORD-766275
CMP-000276,2024-06-16 12:50:30,CUST-2410,email,Overcharged on shipment ORD-971230. Please review and issue credit for $830.,Pricing Error,high,SUP-6693,grapes,North America,ORD-971230
CMP-000277,2024-06-17 03:27:46,CUST-2051,email,Order ORD-529399 is incomplete. Missing 5 units of broccoli.,Missing Items,medium,SUP-10265,grapes,Europe,ORD-529399
CMP-000278,2024-06-17 18:05:03,CUST-2744,web,Order ORD-494763 missing required quality certificates. Need these urgently for compliance.,Documentation Error,medium,SUP-9190,limes,Europe,ORD-494763
CMP-000279,2024-06-18 08:42:19,CUST-2325,web,Order ORD-688730 is severely delayed. We needed these limes by 2025-10-30 for our retail operations.,Delivery Delay,low,SUP-10374,watermelons,North America,ORD-688730
CMP-000280,2024-06-18 23:19:35,CUST-1385,app,Cannot get anyone to respond about order ORD-413305 delay. Very frustrated with the service.,Poor Communication,medium,SUP-5208,lemons,Europe,ORD-413305
CMP-000281,2024-06-19 13:56:52,CUST-1531,social,Been waiting 2 days for update on order ORD-409963. This lack of communication is unprofessional.,Poor Communication,low,SUP-10622,potatoes,North America,ORD-409963
CMP-000282,2024-06-20 04:34:08,CUST-1974,web,Critical delay on order ORD-923024. The mangoes were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-11621,potatoes,Asia,ORD-923024
CMP-000283,2024-06-20 19:11:25,CUST-2842,web,Received order ORD-812730 with 67% of oranges damaged. Packaging was inadequate.,Damaged Goods,high,SUP-8799,cherries,Asia,ORD-812730
CMP-000284,2024-06-21 09:48:41,CUST-1109,email,"Damaged goods in shipment ORD-593393. Temperature control appears to have failed, asparagus are spoiled.",Damaged Goods,high,SUP-11997,bell peppers,Asia,ORD-593393
CMP-000285,2024-06-22 00:25:58,CUST-1701,social,Incorrect shipping documents for ORD-310026. Supplier name and details are wrong.,Documentation Error,low,SUP-6448,avocados,North America,ORD-310026
CMP-000286,2024-06-22 15:03:14,CUST-1009,social,Overcharged on shipment ORD-160831. Please review and issue credit for $185.,Pricing Error,medium,SUP-10189,spinach,Europe,ORD-160831
CMP-000287,2024-06-23 05:40:31,CUST-2976,social,"Damaged goods in shipment ORD-549865. Temperature control appears to have failed, organic apples are spoiled.",Damaged Goods,high,SUP-5033,lemons,North America,ORD-549865
CMP-000288,2024-06-23 20:17:47,CUST-1463,web,Unacceptable quality for shipment ORD-360909. The bell peppers do not meet our quality standards.,Quality Issues,critical,SUP-12769,mangoes,Europe,ORD-360909
